0611870,Eastern Sierra Unified,382,5,Yes
2700101,NORMAN COUNTY EAST SCHOOL DISTRICT,319,2,Yes
4814880,COMO-PICKTON CISD,746,1,Yes
3900223,Arts & College Preparatory Academy,400,1,Yes
3607860,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,821,3,Yes
2105820,Webster County,2300,6,Yes
3406900,HARRISON TOWNSHIP SCHOOL DISTRICT,1365,2,Yes
3817760,STERLING 35,19,1,Yes
0400781,Math and Science Success Academy  Inc.,648,1,Yes
4024630,POCOLA,869,3,Yes
0600048,Paso Robles Joint Unified,3553,5,No
1919770,Morning Sun Comm School District,115,1,Yes
1904860,Bettendorf Comm School District,2405,3,No
4819020,FALLS CITY ISD,203,1,Yes
4000063,LAKESIDE SCHOOL,86,1,No
3700353,Pinnacle Classical Academy,731,1,No
4703690,Rutherford County,13,1,NA
3402910,Central Regional School District,2136,2,Yes
1603330,WEISER DISTRICT,17,1,No
0101740,Henry County,396,1,No
2601074,WAY Michigan,279,1,Yes
4837320,RIVIERA ISD,421,2,Yes
3176980,ST EDWARD PUBLIC SCHOOLS,85,1,No
3004380,Boulder Elem,160,2,Yes
4702880,McNairy County,1611,2,No
4815360,COTTON CENTER ISD,117,1,Yes
3607080,CHATEAUGAY CENTRAL SCHOOL DISTRICT,545,2,Yes
4813020,CARROLL ISD,1839,3,Yes
2009480,Marais Des Cygnes Valley,217,3,Yes
0691063,Del Norte County Office of Education,363,1,No
1717670,Greenfield CUSD 10,452,2,Yes
2010170,Onaga-Havensville-Wheaton,328,2,Yes
1926790,South Winneshiek Comm School District,198,1,No
3004050,Cleveland Elem,4,1,Yes
2601083,Eagle's Nest Academy,252,1,Yes
4025230,PURCELL,1402,4,Yes
4205910,Chichester SD,2569,4,No
4829400,MATHIS ISD,1654,4,Yes
3904647,Ridgewood Local,1225,3,Yes
3305280,Newmarket School District,253,1,No
3624420,REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT,155,1,No
5308250,Spokane School District,14016,27,No
4831950,MUMFORD ISD,616,2,No
0900420,BRANFORD SCHOOL DISTRICT,2819,5,Yes
3904670,Ayersville Local,393,1,No
4217940,Norwin SD,2400,4,Yes
4110410,Reedsport SD 105,317,1,No
3904610,Fairfield City,6864,8,Yes
0400083,Portable Practical Educational Preparation Inc. (PPEP In 1,724,6,No
3904508,Wickliffe City,1306,3,Yes
1930900,West Delaware County Comm School District,945,2,Yes
3600954,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2,704,1,Yes
3500152,ESTANCIA VALLEY CLASSICAL ACADEMY,482,1,Yes
4503510,Spartanburg 02,8315,11,No
4208460,Eastern Lebanon County SD,2177,4,Yes
4025860,RINGLING,404,3,Yes
5514940,Tomahawk School District,676,2,No
4203660,Big Spring SD,1128,3,Yes
3901516,Cincinnati Technology Academy,229,1,Yes
2728380,PINE CITY PUBLIC SCHOOL DISTRICT,1723,5,Yes
4200874,Mastery CS - Francis D. Pastorius Elementary,589,1,Yes
0400904,Edkey  Inc. - Sequoia Pathway Academy,1123,1,Yes
0900216,Elm City Montessori School District,171,1,Yes
5302130,Dieringer School District,1039,2,No
4815930,CRYSTAL CITY ISD,1967,5,Yes
1810900,Southwest Parke Com Sch Corp,1004,3,Yes
2600114,Black River Public School,955,2,Yes
2104980,Raceland-Worthington Independent,479,2,No
4223760,Trinity Area SD,1400,2,No
3601086,SUCCESS ACADEMY CHARTER SCHOOL-FORT GREENE,346,1,Yes
3602700,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,654,2,Yes
3502280,ROY MUNICIPAL SCHOOLS,110,2,Yes
4223250,Riverside SD,1603,3,Yes
3608790,DANSVILLE CENTRAL SCHOOL DISTRICT,832,2,Yes
1721750,Lake Forest SD 67,1205,4,Yes
0620370,Laguna Beach Unified,1691,2,No
3904688,Liberty Union-Thurston Local,838,2,Yes
4701800,Henderson County,1401,2,No
3805460,DUNSEITH 1,528,2,Yes
4816020,CUMBY ISD,390,2,Yes
4022620,OKAY,376,2,Yes
1301980,Effingham County,3643,5,Yes
2314824,Northport Public Schools,126,1,Yes
2600275,Battle Creek Area Learning Center,168,1,Yes
5005220,Lowell School District,109,1,Yes
2926670,RIVERVIEW GARDENS,5262,13,Yes
2201020,Livingston Parish,1226,1,No
4500002,Dorchester 04,678,1,No
3171730,HEMINGFORD PUBLIC SCHOOLS,239,1,Yes
2006210,Fowler,147,2,Yes
1302190,Floyd County,4178,8,No
3904487,Sylvania Schools,3408,6,Yes
4209270,Ephrata Area SD,2897,5,Yes
1600007,COMPASS PUBLIC CHARTER SCHOOL INC.,361,1,No
4703750,Sequatchie County,2225,3,Yes
1741550,West Chicago ESD 33,4367,9,Yes
5501230,Wisconsin Heights School District,539,3,Yes
0691026,Riverside County Office of Education,1060,3,Yes
0403420,Glendale Elementary District,12817,17,No
4830250,MERCEDES ISD,1,1,NA
2932070,WILLOW SPRINGS R-IV,1282,3,Yes
3409330,Mahwah Township Public School District,604,2,Yes
0614220,Fountain Valley Elementary,2511,4,Yes
1700211,Vermilion ROE,19,1,No
3904687,Fairfield Union Local,594,1,No
2012840,Wellington,1562,6,Yes
3607470,CHITTENANGO CENTRAL SCHOOL DISTRICT,1325,3,Yes
0626400,Mount Pleasant Elementary,857,2,Yes
5509660,Mineral Point Unified School District,366,2,No
3612870,GREENVILLE CENTRAL SCHOOL DISTRICT,386,1,No
2601015,Evergreen Academy,79,1,Yes
5101410,FRANKLIN CITY PBLC SCHS,829,2,Yes
2617220,Grosse Ile Township Schools,1845,4,Yes
1740980,Washington CHSD 308,1351,1,Yes
4900630,Nebo District,4244,8,Yes
2010680,Piper-Kansas City,1781,3,Yes
3600007,JASPER-TROUPSBURG CENTRAL SCHOOL DISTRICT,441,2,Yes
2503270,Cambridge,4337,9,No
0401050,Balsz Elementary District,26,1,NA
3412900,Pequannock Township School District,351,1,No
4827330,LEXINGTON ISD,1024,3,Yes
3805950,EDMORE 2,30,1,Yes
1926820,Southeast Polk Comm School District,4473,5,No
0400381,Carpe Diem Collegiate High School,222,2,Yes
3900350,Summit Academy-Youngstown,210,1,Yes
4900660,North Sanpete District,1466,5,Yes
3904491,Toronto City,935,2,Yes
0902670,NEW BRITAIN SCHOOL DISTRICT,152,1,No
3600070,SOUTHSIDE ACADEMY CHARTER SCHOOL,679,1,Yes
1735100,Rutland CCSD 230,74,1,Yes
2680800,Midland County Educational Service Agency,517,1,No
0903720,REGIONAL SCHOOL DISTRICT 07,13,1,NA
4200855,Universal Vare Charter School,371,1,Yes
3704740,Warren County Schools,2135,8,Yes
4220400,Ringgold SD,2825,4,Yes
2910230,COWGILL R-VI,54,1,Yes
0616325,Hacienda la Puente Unified,17875,34,Yes
1800134,Excel Center - Richmond,262,1,No
0806870,Telluride School District No. R-1,395,2,No
0901560,FARMINGTON SCHOOL DISTRICT,2300,4,No
4839120,SANDS CISD,247,1,Yes
3174040,MULLEN PUBLIC SCHOOLS,78,1,No
2912030,FESTUS R-VI,2981,4,Yes
3601046,DISCOVERY CHARTER SCHOOL,292,1,Yes
1300233,State Charter Schools- Utopian Academy for the Arts Charter,251,1,Yes
3700140,Columbus Charter School,765,1,Yes
1000017,Academy of Dover Charter School,268,1,Yes
2302500,Airline CSD,17,1,Yes
3601114,Central Brooklyn Ascend Lower School,419,1,Yes
2314768,RSU 75/MSAD 75,895,4,Yes
2505730,Hampden-Wilbraham,1034,4,Yes
4007710,CIMARRON,264,2,Yes
0642480,Whittier Union High,8783,5,Yes
0636990,Solana Beach Elementary,905,2,Yes
4107230,Lake Oswego SD 7J,5885,8,No
0691045,Tulare County Office of Education,1764,5,Yes
4028980,STRATFORD PUBLIC SCHOOLS,642,3,Yes
2738190,STILLWATER AREA PUBLIC SCHOOL DIST.,8631,14,Yes
5008237,UHSD #32,742,1,No
3405010,Fairfield Public Schools School District,683,2,Yes
4701830,Henry County,1906,5,Yes
0400113,Fountain Hills Charter School,74,1,No
0624000,Mark West Union Elementary,576,2,No
0400941,BASIS School Inc. 14,218,1,No
3904834,Poland Local,644,1,No
2102280,Graves County,53,2,No
4846080,WINDTHORST ISD,429,3,Yes
4846680,YSLETA ISD,182,2,No
4828140,LOOP ISD,155,1,Yes
2741060,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,597,2,Yes
0629940,Pasadena Unified,6716,7,No
2601089,New School High,77,1,No
0632640,Rincon Valley Union Elementary,2202,5,Yes
3611880,GATES-CHILI CENTRAL SCHOOL DISTRICT,2202,2,No
3811430,LISBON 19,415,2,Yes
3500121,SOUTH VALLEY PREP,153,1,Yes
2513110,Winchester,550,1,Yes
4820550,GEORGE WEST ISD,1103,4,Yes
2929640,STRAFFORD R-VI SCHOOL DISTRICT,1172,3,Yes
2104440,Newport Independent,1574,3,Yes
0691041,Stanislaus County Office of Education,518,4,Yes
4223640,Tredyffrin-Easttown SD,4167,4,Yes
1800061,Geist Montessori Academy,373,1,No
0627450,Norris Elementary,4196,5,NA
0504860,CUTTER-MORNING STAR SCH. DIST.,653,2,Yes
5512000,Port Washington-Saukville School District,1684,4,Yes
4400036,Blackstone Academy,356,1,Yes
4026730,SALINA,268,1,No
0400618,American Charter Schools Foundation d.b.a. South Pointe High,503,1,Yes
2608770,Charlotte Public Schools,1661,5,Yes
5401020,NICHOLAS COUNTY SCHOOLS,1168,6,Yes
4815750,CROSBY ISD,6139,8,Yes
0691021,Monterey County Office of Education,796,2,No
0400440,Chandler Preparatory Academy,733,1,No
0617160,Hickman Community Charter,505,2,Yes
4800090,ACADEMY OF DALLAS,432,1,Yes
3409450,Manchester Township School District,1088,2,No
3602550,ALDEN CENTRAL SCHOOL DISTRICT,1068,3,Yes
0691002,Butte County Office of Education,57,1,No
2010140,Olathe,9649,19,Yes
2801800,HATTIESBURG PUBLIC SCHOOL DIST,47,1,No
5510470,New Berlin School District,2059,3,Yes
1742690,Windsor CUSD 1,378,2,Yes
3905059,Triway Local,1203,4,Yes
4701590,Hamilton County,18215,29,No
1911250,Exira-Elk Horn- Kimballton Comm Sch Dist,115,1,No
3103810,BELLEVUE PUBLIC SCHOOLS,636,2,Yes
0904110,SIMSBURY SCHOOL DISTRICT,665,1,No
3102820,BOONE CENTRAL SCHOOLS,234,1,Yes
2635520,Waverly Community Schools,1032,3,Yes
1735820,Seneca CCSD 170,494,2,Yes
5102100,KING GEO CO PBLC SCHS,2501,3,Yes
4200840,Mastery CS-Clymer Elementary,586,1,Yes
4845240,WESTHOFF ISD,82,1,Yes
0200780,Valdez City School District,648,4,No
5605690,Sheridan County School District #1,751,7,No
0643140,Woodside Elementary,411,1,Yes
1734260,Rochelle CCSD 231,1345,4,Yes
3904536,Fairport Harbor Exempted Village,747,2,Yes
4825170,KATY ISD,49890,36,No
0904500,THOMASTON SCHOOL DISTRICT,405,1,No
5305880,Northport School District,85,1,No
2311550,RSU 40/MSAD 40,1851,7,Yes
5507260,Dodgeland School District,792,3,Yes
3817670,STARKWEATHER 44,61,1,Yes
4101470,Arlington SD 3,155,1,Yes
0614520,Freshwater Elementary,27,1,No
2600307,Detroit Premier Academy,755,1,Yes
3905005,Revere Local,1607,2,No
0606580,Butte Valley Unified,217,1,Yes
1800189,Otwell Miller Academy,59,1,No
2700415,TESFA INTERNATIONAL SCHOOL,159,1,No
3800042,MIDKOTA 7,108,1,Yes
3904722,West Geauga Local Schools,802,2,Yes
3600004,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,3046,4,Yes
1931110,West Monona Comm School District,661,3,Yes
4020340,MORRISON,260,2,No
2745735,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,1228,4,Yes
3003900,Billings HS,3436,2,No
2309930,Portland Public Schools,337,2,No
4652770,Oelrichs School District 23-3,110,3,Yes
4501920,Dillon 04,521,1,No
1300223,State Schools- Georgia School for the Deaf,78,1,No
3900434,Educational Academy for Boys & Girls,103,1,Yes
0602970,Arcadia Unified,6680,6,Yes
2600269,Presque Isle Academy,27,1,Yes
2502430,Belchertown,660,2,Yes
3605520,BRUNSWICK CENTRAL SCHOOL DISTRICT (BRITTONKILL),500,1,Yes
1930750,West Branch Comm School District,229,1,No
2711370,ELK RIVER PUBLIC SCHOOL DISTRICT,13145,21,Yes
2501740,Acushnet,411,1,No
1100103,Washington Leadership Academy PCS,204,1,Yes
3904434,Martins Ferry City,1456,3,Yes
3606240,CAMDEN CENTRAL SCHOOL DISTRICT,628,1,No
5514520,Stockbridge School District,207,3,Yes
2501980,Arlington,1351,3,Yes
3904970,Hopewell-Loudon Local,848,2,No
2512240,Webster,1855,3,Yes
0401260,Bonita Elementary District,87,1,No
4813530,LUMBERTON ISD,2237,3,Yes
3904799,Lakewood Local,556,1,No
3617380,LINDENHURST UNION FREE SCHOOL DISTRICT,3435,5,No
3003750,Big Sandy K-12,184,3,Yes
3700379,Wilson Preparatory Academy,689,1,Yes
3601123,SUCCESS ACADEMY CS - BERGEN BEACH,403,1,Yes
3402100,BOUND BROOK SCHOOL DISTRICT,379,1,No
5515810,Waunakee Community School District,1561,3,Yes
0605250,Blake Elementary,12,1,NA
1911250,Exira-Elk Horn- Kimballton Comm Sch Dist,280,2,Yes
4219050,Phoenixville Area SD,2964,4,No
4109630,Phoenix-Talent SD 4,1311,3,No
3610680,ELWOOD UNION FREE SCHOOL DISTRICT,2193,4,Yes
3901403,Constellation Schools: Stockyard Community Middle,68,1,Yes
2600943,ACE Academy (SDA),173,2,Yes
2600148,Knapp Charter Academy,737,1,Yes
4807710,ALDINE ISD,66353,76,Yes
1726250,Miller Twp CCSD 210,187,1,Yes
3100085,ST PAUL PUBLIC SCHOOLS,287,2,No
3700113,PreEminent Charter School,585,1,Yes
2509630,Pittsfield,4276,9,No
4800133,MIDVALLEY ACADEMY CHARTER DISTRICT,384,3,Yes
3413770,Ridgefield School District,557,1,No
4824120,IDALOU ISD,423,1,Yes
3404200,East Newark School District,245,1,Yes
4703780,Sevier County,7999,15,Yes
5307380,Ritzville School District,392,3,Yes
3009000,Divide Elem,5,1,No
0904620,TRUMBULL SCHOOL DISTRICT,225,1,NA
2311520,RSU 03/MSAD 03,36,1,No
2802700,LOUISVILLE MUNICIPAL SCHOOL DIST,2843,6,Yes
1303120,Johnson County,1165,3,Yes
3174640,OAKLAND CRAIG PUBLIC SCHOOLS,277,1,Yes
3600025,CHARTER SCHOOL FOR APPLIED TECHNOLOGIES,2180,1,Yes
3414580,Salem County Vocational Technical School District,815,1,Yes
1713710,SD U-46,21947,32,Yes
0806450,Sargent School District No. Re-33J,184,2,No
1300246,State Charter Schools- Coastal Plains Charter High School -,643,1,Yes
3411580,North Hanover Township School District,851,3,Yes
2506990,Longmeadow,1149,3,Yes
4100048,North Wasco County SD 21,1456,4,Yes
2911760,FAIRFAX R-III,147,2,Yes
2600286,Richfield Public School Academy,657,2,Yes
4836450,RANDOLPH FIELD ISD,797,2,No
0103540,Winfield City,893,2,Yes
0400241,Paragon Management  Inc.,2474,2,No
4202850,Pine-Richland SD,2190,3,No
3810810,LANGDON AREA 23,173,1,No
2627930,Public Schools of Petoskey,1121,4,Yes
0636030,Savanna Elementary,1054,2,No
3400085,OFFICE OF EDUCATION DEPARTMENT OF CHILDREN AND FAMILIES,386,15,NA
3500420,CHAMA VALLEY INDEP. SCHOOLS,376,4,Yes
3100165,DOUGLAS CO WEST COMMUNITY SCHS,475,2,No
0804110,Fowler School District No. R4J,205,1,Yes
2605780,Big Rapids Public Schools,728,2,Yes
5307770,Selah School District,190,3,No
3702680,Lincoln County Schools,6460,16,Yes
2508790,North Middlesex,1144,3,Yes
1920910,North Polk Comm School District,779,2,Yes
0642510,William S. Hart Union High,12505,8,No
0102480,Morgan County,4757,11,Yes
1000018,Providence Creek Academy Charter School,691,1,Yes
3623970,PUTNAM CENTRAL SCHOOL DISTRICT,21,1,Yes
1708790,Cass SD 63,771,2,Yes
0804920,Weld County School District RE-3J,1345,3,No
5507650,Lake Geneva-Genoa City UHS School District,1408,1,Yes
3904962,Minford Local,1442,3,Yes
4500840,Anderson 03,1302,2,No
3905029,Strasburg-Franklin Local,284,1,No
2505580,Hadley,240,1,No
2609570,Chippewa Valley Schools,11726,11,No
0614250,Fowler Unified,1843,8,Yes
3174200,CONESTOGA PUBLIC SCHOOLS,386,1,Yes
2008400,Lawrence,6224,14,Yes
4626970,Gettysburg School District 53-1,255,3,Yes
3819290,WASHBURN 4,142,1,No
2700333,PARNASSUS PREPARATORY CHARTER SCHOOL,1102,3,Yes
0400861,North Phoenix Preparatory Academy,399,1,No
4102310,Brookings-Harbor SD 17C,816,2,No
0634410,San Francisco Unified,29793,66,Yes
1903220,Akron Westfield Comm School District,173,1,No
4843980,VEGA ISD,369,3,Yes
2630300,Royal Oak Schools,4499,7,No
0622320,Loleta Union Elementary,101,1,Yes
2507590,Medway,841,2,Yes
3400767,Jersey City Global Charter School,372,1,No
3172810,LEXINGTON PUBLIC SCHOOLS,258,1,No
1920340,New Hampton Comm School District,635,2,No
2003270,Northern Valley,171,3,Yes
5506630,Howard-Suamico School District,2148,5,No
0623160,Lynwood Unified,14846,19,Yes
1700101,Il Mathematics & Science Academy,650,1,No
3102790,AINSWORTH COMMUNITY SCHOOLS,138,1,Yes
1802800,Duneland School Corporation,5811,9,Yes
4011580,FELT,86,2,Yes
0619590,Kernville Union Elementary,894,3,Yes
3905088,Butler Technology & Career Development Schools,1249,4,No
0805010,School District No. C-2 in the county of Elbert and State of,141,2,No
3904827,Madison-Plains Local,320,1,No
3400008,GREAT MEADOWS REGIONAL SCHOOL DISTRICT,687,3,Yes
3172480,KEYA PAHA COUNTY SCHOOLS,84,2,Yes
1740350,SD 45 DuPage County,3429,8,Yes
2802250,JEFFERSON DAVIS CO SCHOOL DIST,149,1,No
2012090,Sublette,467,4,Yes
2600955,Youth Advancement Academy,26,1,Yes
4200140,Agora Cyber CS,6022,1,Yes
4025170,PRUE,330,2,Yes
3100119,NEBRASKA UNIFIED DISTRICT 1,161,5,No
3680900,TOMPKINS-SENECA-TIOGA BOCES,298,1,No
5306820,Port Angeles School District,3823,8,Yes
3000102,Dutton/Brady K-12 Schools,112,4,Yes
2104200,Monroe County,1867,5,Yes
3904389,Dover City,1400,2,No
0903539,REGIONAL SCHOOL DISTRICT 17,1375,4,No
4619450,Dupree School District 64-2,1251,3,Yes
3620460,NEW PALTZ CENTRAL SCHOOL DISTRICT,801,1,No
1305190,Turner County,366,2,No
3700319,Henderson Collegiate,991,1,Yes
3910015,Painesville City Local,2780,5,Yes
5509510,Middleton-Cross Plains Area School District,5150,7,No
4014130,HEALDTON,330,2,Yes
3904355,Beachwood City,627,2,Yes
3416470,Barnegat Township School District,1618,3,No
3904468,Ravenna City,130,2,No
0601426,Bonsall Unified School District,552,1,No
2718060,LEROY-OSTRANDER PUBLIC SCHOOLS,287,2,Yes
1100039,Paul PCS,708,2,Yes
3910001,Van Buren Local,597,2,No
1900022,Union Comm School District,357,1,No
0801920,Academy School District No. 20,1555,4,Yes
3905007,Twinsburg City,2870,4,Yes
3400770,Trenton Stem-to-Civics Charter School,399,1,No
1601230,GLENNS FERRY JOINT DISTRICT,434,3,Yes
0500068,EMERSON-TAYLOR-BRADLEY SCHOOL DISTRICT,983,6,Yes
0500411,EXALT ACADEMY OF SOUTHWEST LITTLE ROCK,295,1,Yes
0408520,Tolleson Union High School District,11833,6,Yes
0691023,Nevada County Office of Education,488,5,Yes
0400332,James Sandoval Preparatory High School,103,1,No
3629910,WARRENSBURG CENTRAL SCHOOL DISTRICT,388,1,Yes
3904607,Ripley-Union-Lewis-Huntington Local,830,3,Yes
0902520,MILFORD SCHOOL DISTRICT,2515,7,Yes
5100078,ALT ED PRGM/BEHAV DISORD YOUTH/MONTGOMERY,177,1,No
3612630,GREECE CENTRAL SCHOOL DISTRICT,5917,10,Yes
3405850,Gibbsboro Elementary School,263,1,Yes
2921510,MOUNTAIN GROVE R-III,1425,3,Yes
2314010,Woodland Public Schools,146,1,Yes
4502010,Dorchester 02,15762,11,No
4900780,Piute District,188,3,No
1305730,Wilcox County,1185,3,Yes
1900015,Sibley-Ocheyedan Comm School District,825,3,Yes
0900220,Stamford Charter School for Excellence,273,1,No
4211310,Halifax Area SD,1019,4,Yes
3027270,Victor K-12 Schools,299,3,Yes
3502670,TULAROSA MUNICIPAL SCHOOLS,843,4,Yes
0902370,MARLBOROUGH SCHOOL DISTRICT,491,1,Yes
2791449,WIN-E-MAC SCHOOL DISTRICT,486,2,Yes
3500108,COTTONWOOD CLASSICAL PREP,697,1,Yes
3700314,Endeavor Charter,511,1,No
3173830,MINDEN PUBLIC SCHOOLS,586,3,No
0614760,Fullerton Joint Union High School District,4938,2,No
3600969,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,1014,1,Yes
4010350,DURANT,1560,3,Yes
3604370,BELLEVILLE-HENDERSON CENTRAL SCHOOL DISTRICT,469,1,Yes
0619890,Kit Carson Union Elementary,385,1,Yes
0902670,NEW BRITAIN SCHOOL DISTRICT,9360,13,Yes
3816430,SARGENT CENTRAL 6,91,1,No
1811700,Union Township School Corp,1107,3,Yes
3904480,South-Western City,5012,7,No
0802400,Bayfield School District No. 10Jt-R,683,2,No
0101950,Lamar County,2373,4,Yes
2601029,Muskegon Heights Public School Academy System,763,3,Yes
4820040,FROST ISD,413,2,Yes
3500330,CARRIZOZO MUNICIPAL SCHOOLS,142,3,Yes
5101140,DICKENSON CO PBLC SCHS,1068,3,Yes
4841100,SPRING BRANCH ISD,11298,12,No
1732100,Polo CUSD 222,603,3,Yes
5309180,University Place School District,1941,2,No
4008310,COLEMAN,126,1,Yes
3900640,Groveport Community School,813,1,Yes
3700354,The Expedition School,334,1,Yes
0628830,Orick Elementary,21,1,NA
2306250,Greenville Public Schools,194,1,Yes
0508610,LAKE HAMILTON SCHOOL DISTRICT,4467,6,Yes
3700600,Camden County Schools,1002,2,Yes
2617880,Hartford Public Schools,958,2,Yes
5510980,Omro School District,325,1,No
0514140,WHITE HALL SCHOOL DISTRICT,2925,6,Yes
2100630,Boyle County,2729,5,Yes
4032280,WELLSTON,591,3,Yes
5506030,Hamilton School District,3033,4,No
4024840,PORUM,504,2,Yes
2506720,Leicester,873,2,No
4501950,Dillon 03,987,2,No
4106930,Junction City SD 69,987,2,Yes
3414490,SADDLE BROOK SCHOOL DISTRICT,1110,3,No
4821360,GRAHAM ISD,2368,6,Yes
4503780,Williamsburg 01,178,1,No
3173800,MINATARE PUBLIC SCHOOLS,193,2,Yes
0691047,Ventura County Office of Education,1225,3,NA
0805340,Lone Star School District No. 101,55,1,Yes
3614760,HOOSICK FALLS CENTRAL SCHOOL DISTRICT,544,1,No
2611670,Decatur Public Schools,772,3,Yes
1715700,Frankfort CCSD 157C,2488,3,Yes
4503902,Sumter 01,8877,18,Yes
2707410,CAMBRIDGE-ISANTI PUBLIC SCHOOLS,4892,13,Yes
1711370,CHSD 155,6119,4,NA
1602030,MCCALL-DONNELLY JOINT SCHOOL DISTRICT,343,2,No
0100060,Andalusia City,1773,3,Yes
1200360,COLUMBIA,10165,16,Yes
5000374,Brookline/Newfane Joint School Contract,115,1,Yes
0640650,Valle Lindo Elementary,1050,2,Yes
3601087,CENTRAL VALLEY CSD AT ILION-MOHAWK,628,1,No
4846740,ZAVALLA ISD,368,2,Yes
4003750,BEAVER,248,1,Yes
0611820,East Side Union High,15794,13,Yes
2700054,ZUMBRO EDUCATION DISTRICT,142,3,No
3904772,New London Local,667,2,Yes
2600243,Hope of Detroit Academy,905,2,Yes
3804140,CENTRAL VALLEY 3,87,1,No
2925290,CLINTON CO. R-III,665,3,Yes
1601740,KOOTENAI DISTRICT,138,2,Yes
3611490,FRANKLINVILLE CENTRAL SCHOOL DISTRICT,699,2,Yes
5505580,Goodman-Armstrong Creek School District,122,2,Yes
4207650,Donegal SD,2994,4,Yes
3901432,Constellation Schools: Eastside Arts Academy,124,1,Yes
4224990,Washington SD,1466,3,Yes
5103930,WAYNESBORO CITY PBLC SCHS,2360,5,No
3615390,WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,2057,5,No
3904601,Union Local,1069,2,Yes
3607470,CHITTENANGO CENTRAL SCHOOL DISTRICT,646,1,No
4032430,WETUMKA,434,2,Yes
0903420,PRESTON SCHOOL DISTRICT,437,2,Yes
2008370,Ft Larned,903,3,Yes
0400936,BASIS School Inc. 17,468,1,No
1700180,Edw/Glt/Hlt/Hdn/Pop/Sln/Wbh/Wn/Wh,42,2,No
5008243,Hazen UHSD #26,305,1,Yes
0802130,South Conejos School District No. Re10,182,3,Yes
3404890,Evesham Township School District,2076,4,Yes
3622470,PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT,3427,3,No
3601004,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,1010,1,Yes
4900570,Morgan District,766,1,Yes
0100780,Cleburne County,633,1,No
1812090,Vigo County School Corp,1852,3,No
2200540,East Baton Rouge Parish,1246,3,NA
3910017,Bedford City,3197,6,Yes
0400164,Arizona Academy of Science And Technology  Inc.,27,1,No
1909480,Dubuque Comm School District,2633,7,Yes
4222560,Spring-Ford Area SD,4405,4,Yes
2000018,School for Blind,22,2,No
0103030,Shelby County,17102,22,No
2700442,Northern Lights Academy Cooperative,32,2,No
4200880,Propel CS - Hazelwood,298,1,Yes
1920130,Muscatine Comm School District,494,2,No
3607260,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,500,1,No
1300540,Brooks County,2031,5,Yes
0635310,Santa Ana Unified,48328,54,Yes
4103860,Dallas SD 2,1382,4,Yes
2615450,Galesburg-Augusta Community Schools,668,2,No
3417220,WATCHUNG HILLS REGIONAL HIGH SCHOOL DISTRICT,2031,1,Yes
1804110,Greenwood Community Sch Corp,456,1,No
0601431,SBE - The New School of San Francisco,186,1,Yes
4501740,Clarendon 01,211,1,No
3010920,Evergreen Elem,588,2,Yes
5602670,Fremont County School District # 2,53,1,No
3302990,Fall Mountain Regional School District,1260,8,Yes
3601157,BRONX CHARTER SCHOOL FOR EXCELLENCE 3,149,1,Yes
2916470,KELSO C-7,130,1,Yes
3629460,VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT,752,2,No
3904919,Field Local,1467,3,Yes
4224320,Upper Darby SD,4054,6,Yes
4220040,Reading SD,17462,19,Yes
3016810,Lincoln K-12 Schools,124,3,Yes
4219470,Colonial SD,3410,4,No
1602970,SNAKE RIVER DISTRICT,563,1,No
3610710,UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,1981,5,Yes
1602030,MCCALL-DONNELLY JOINT SCHOOL DISTRICT,845,3,Yes
0901020,DANBURY SCHOOL DISTRICT,3487,8,Yes
3615450,IRVINGTON UNION FREE SCHOOL DISTRICT,519,1,Yes
2628170,Pinconning Area Schools,425,1,No
4621400,Frederick Area School District 06-2,142,3,Yes
3609060,DEPOSIT CENTRAL SCHOOL DISTRICT,507,2,Yes
2600291,Riverside Academy,980,2,Yes
4103990,Dayton SD 8,565,2,No
0400130,American Heritage Academy,462,2,Yes
2627150,Ovid-Elsie Area Schools,354,1,Yes
4207230,Dallastown Area SD,620,2,No
4106820,Jordan Valley SD 3,19,2,Yes
0630990,Pleasant Valley,155,1,NA
2931110,WASHINGTON,3188,5,Yes
2707470,CANBY PUBLIC SCHOOL DISTRICT,614,2,Yes
4400030,Barrington,1623,3,Yes
3800397,VALLEY-EDINBURG 118,116,2,Yes
4844010,VENUS ISD,2129,4,Yes
0511820,PRESCOTT SCHOOL DISTRICT,981,2,Yes
1722300,Lebanon CUSD 9,570,2,Yes
4801440,INTERNATIONAL LEADERSHIP OF TEXAS (ILTexas),1842,3,No
2309990,Princeton Public Schools,146,1,Yes
3401410,Belmar Elementary School District,517,1,Yes
